text_clean,label,text
forwarded from hi this is your mailbox messaging sms alert you have matches please call back on to retrieve your messages and matches ccpmin,1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
yep by the pretty sculpture,0,"Yep, by the pretty sculpture"
i dont know exactly could you ask chechi,0,I dont know exactly could you ask chechi.
kkits goodwhen are you going,0,K:)k..its good:)when are you going?
much better now thanks lol,0,Much better now thanks lol
dear xxxxxxx uve been invited to xchat this is our final attempt to contact u txt chat to pmsgrcvdhgsuitelandsrowwjhl ldn yrs,1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
hey for me there is no leave on friday wait i will ask my superior and tell you,0,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
hi the way i was with u day is the normal waythis is the real me ur uniquei hope i know u the rest of mylife hope u find wot was lost,0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
aight thatll work thanks,0,"Aight that'll work, thanks"
i realise you are a busy guy and im trying not to be a bother i have to get some exams outta the way and then try the cars do have a gr day,0,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
i have many dependents,0,I have many dependents
urgent please call from your landline your complimentary lux costa del sol holiday or cash await collection ppm sae tcs james ehrr,1,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or Â£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
i place all ur points on e cultures module already,0,I place all ur points on e cultures module already.
just arrived see you in a couple days lt,0,"Just arrived, see you in a couple days &lt;3"
can you do a mag meeting this avo at some point,0,Can you do a mag meeting this avo at some point?
s of girls many local u who r virgins this r ready fil ur every sexual need can u fil theirs text cute to p m,1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(Â£1.50p. m)
u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on,1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
freemsgfeelin kinda lnly hope u like keep me company jst got a cam moby wanna c my pictxt or reply date to msgp rcv hlp stop to,1,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
right on brah see you later,0,"Right on brah, see you later"
waiti will come out ltgt min,0,Wait.i will come out.. &lt;#&gt;  min:)
nope ill come online now,0,Nope i'll come online now..
not tonight mate catching up on some sleep this is my new number by the way,0,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
thats the way you should stay oh,0,That's the way you should stay oh.
this message is brought to you by gmw ltd and is not connected to the,1,This message is brought to you by GMW Ltd. and is not connected to the
bank of granite issues strongbuy explosive pick for our members up over nasdaq symbol cdgt that is a per,1,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
funny fact nobody teaches volcanoes erupt tsunamis arise hurricanes sway aroundn no teaches hw choose a wife natural disasters just happens,0,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
oh ok no prob,0,Oh ok no prob..
how is your schedule next week i am out of town this weekend,0,How is your schedule next week? I am out of town this weekend.
what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want,0,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
sounds better than my evening im just doing my costume im not sure what time i finish tomorrow but i will txt you at the end,0,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
oh gei that happend to me in tron maybe ill dl it in d when its out,0,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
customer place i will call you,0,Customer place i will call you.
shb b ok lor thanx,0,Shb b ok lor... Thanx...
hello beautiful r u ok ive kinda ad a row wiv and he walked out the pub i wanted a night wiv u miss u,0,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today,0,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
just woke up yeesh its late but i didnt fall asleep til ltgt am,0,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
can you say what happen,0,Can you say what happen
great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love ltgt times per night,0,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
just send a text well skype later,0,Just send a text. We'll skype later.
hot live fantasies call now just p per min ntt ltd po box croydon cr wb k,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
i got your back do you have any dislikes in bed,0,I got your back! Do you have any dislikes in bed?
ow u deyi paid thousadi told u would call,0,", ow u dey.i paid 60,400thousad.i told  u would call . "
so what do you guys do,0,So what do you guys do.
i anything lor,0,I anything lor.
greetings me consider yourself excused,0,"Greetings me, ! Consider yourself excused."
at home by the way,0,At home by the way
my phone,0,My phone
if u sending her home first its ok lor im not ready yet,0,If u sending her home first it's ok lor. I'm not ready yet.
miss call miss call khelate kintu opponenter miss call dhorte lage thats d rule one with great phone receiving quality wins,0,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
hmm thinking lor,0,Hmm thinking lor...
aight text me when youre back at mu and ill swing by need somebody to get the door for me,0,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
lol oops sorry have fun,0,Lol! Oops sorry! Have fun. 
free ring tone just text polys to then every week get a new tone yrs only wk,1,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only Â£1.50/wk."
haha my legs and neck are killing me and my amigos are hoping to end the night with a burn think i could swing by in like an hour,0,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
i wish i dont think its gonna snow that much but it will be more than those flurries we usually get that melt before they hit the ground eek we havent had snow since ltgt before i was even born,0,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
eat jap done oso aft ur lect wat got lect at rite,0,Eat jap done oso aft ur lect wat... Ã got lect at 12 rite... 
do you work all this week,0,Do you work all this week ?
how was txting and driving,0,How was txting and driving
good afternoon sunshine how dawns that day are we refreshed and happy to be alive do we breathe in the air and smile i think of you my love as always,0,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
o we cant see if we can join denis and mina or does denis want alone time,0,O we cant see if we can join denis and mina? Or does denis want alone time
youll never believe this but i have actually got off at taunton wow,0,You'll never believe this but i have actually got off at taunton. Wow
good afternoon loverboy how goes you day any luck come your way i think of you sweetie and send my love across the sea to make you smile and happy,0,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
